x y v
0 31 0.314802
1 31 0.279084
2 31 0.289991
3 31 0.252285
4 31 0.34806
5 31 0.342918
6 31 0.28612
7 31 0.244027
8 31 0.234768
9 31 0.234362
10 31 0.244826
11 31 0.225634
12 31 0.223637
13 31 0.293443
14 31 0.311091
15 31 0.299234
16 31 0.278941
17 31 0.254169
18 31 0.213671
19 31 0.217545
20 31 0.275574
21 31 0.269806
22 31 0.26089
23 31 0.276153
24 31 0.280075
25 31 0.256559
26 31 0.238464
27 31 0.229927
28 31 0.234613
29 31 0.235118
30 31 0.229039
31 31 0.111632
0 30 0.488437
1 30 0.336693
2 30 0.363392
3 30 0.426032
4 30 0.428427
5 30 0.512494
6 30 0.520087
7 30 0.555791
8 30 0.528604
9 30 0.436393
10 30 0.390342
11 30 0.407871
12 30 0.371296
13 30 0.430703
14 30 0.43221
15 30 0.411534
16 30 0.437381
17 30 0.428102
18 30 0.41379
19 30 0.414755
20 30 0.373197
21 30 0.405274
22 30 0.490369
23 30 0.52684
24 30 0.502512
25 30 0.498138
26 30 0.535478
27 30 0.551146
28 30 0.490759
29 30 0.423008
30 30 0.420316
31 30 0.435334
0 29 0.569995
1 29 0.512209
2 29 0.429957
3 29 0.413815
4 29 0.326926
5 29 0.311168
6 29 0.431094
7 29 0.528286
8 29 0.529838
9 29 0.452108
10 29 0.427233
11 29 0.416599
12 29 0.44419
13 29 0.367014
14 29 0.35732
15 29 0.403574
16 29 0.468525
17 29 0.459855
18 29 0.440384
19 29 0.468908
20 29 0.423077
21 29 0.424028
22 29 0.477429
23 29 0.473591
24 29 0.537478
25 29 0.655837
26 29 0.803809
27 29 0.784819
28 29 0.603518
29 29 0.505865
30 29 0.46978
31 29 0.44568
0 28 0.424438
1 28 0.440964
2 28 0.432721
3 28 0.435246
4 28 0.339622
5 28 0.308398
6 28 0.338825
7 28 0.257376
8 28 0.26142
9 28 0.381616
10 28 0.408576
11 28 0.397999
12 28 0.45297
13 28 0.407751
14 28 0.355058
15 28 0.436989
16 28 0.484777
17 28 0.446745
18 28 0.425806
19 28 0.447801
20 28 0.433477
21 28 0.462012
22 28 0.451511
23 28 0.461829
24 28 0.597984
25 28 0.753194
26 28 0.851978
27 28 0.744775
28 28 0.716571
29 28 0.756564
30 28 0.575486
31 28 0.413654
0 27 0.362726
1 27 0.373381
2 27 0.406868
3 27 0.414523
4 27 0.425714
5 27 0.39412
6 27 0.336334
7 27 0.320259
8 27 0.338909
9 27 0.401249
10 27 0.394189
11 27 0.407382
12 27 0.386672
13 27 0.409307
14 27 0.373022
15 27 0.402741
16 27 0.466753
17 27 0.408052
18 27 0.408651
19 27 0.379184
20 27 0.468832
21 27 0.474369
22 27 0.493459
23 27 0.637344
24 27 0.688983
25 27 0.613634
26 27 0.358943
27 27 0.257055
28 27 0.642964
29 27 0.917713
30 27 0.662196
31 27 0.468093
0 26 0.370162
1 26 0.409841
2 26 0.437048
3 26 0.412737
4 26 0.410694
5 26 0.413939
6 26 0.418404
7 26 0.437986
8 26 0.492198
9 26 0.526823
10 26 0.466772
11 26 0.43736
12 26 0.401812
13 26 0.376904
14 26 0.420235
15 26 0.32685
16 26 0.383574
17 26 0.435771
18 26 0.414341
19 26 0.408373
20 26 0.396548
21 26 0.492531
22 26 0.73141
23 26 0.686448
24 26 0.657214
25 26 0.600403
26 26 0.211803
27 26 0.19617
28 26 0.457517
29 26 0.647687
30 26 0.745739
31 26 0.561565
0 25 0.491901
1 25 0.379885
2 25 0.371894
3 25 0.39168
4 25 0.419421
5 25 0.421635
6 25 0.415407
7 25 0.389804
8 25 0.495319
9 25 0.546713
10 25 0.47166
11 25 0.460784
12 25 0.459408
13 25 0.413794
14 25 0.44606
15 25 0.418766
16 25 0.348072
17 25 0.441229
18 25 0.450134
19 25 0.436085
20 25 0.487194
21 25 0.692886
22 25 0.667046
23 25 0.558225
24 25 0.624314
25 25 0.509186
26 25 0.457708
27 25 0.428082
28 25 0.254626
29 25 0.41784
30 25 0.671269
31 25 0.559559
0 24 0.487819
1 24 0.417603
2 24 0.33737
3 24 0.386243
4 24 0.426447
5 24 0.459981
6 24 0.433567
7 24 0.418827
8 24 0.397984
9 24 0.393133
10 24 0.375236
11 24 0.471201
12 24 0.513401
13 24 0.458821
14 24 0.453615
15 24 0.50188
16 24 0.407356
17 24 0.408475
18 24 0.452917
19 24 0.542079
20 24 0.707314
21 24 0.667403
22 24 0.547881
23 24 0.584703
24 24 0.570679
