x y v
0 31 0.281706
1 31 0.286351
2 31 0.337362
3 31 0.307028
4 31 0.345272
5 31 0.301783
6 31 0.23072
7 31 0.226103
8 31 0.229071
9 31 0.226126
10 31 0.213414
11 31 0.190993
12 31 0.220557
13 31 0.268308
14 31 0.237913
15 31 0.222419
16 31 0.201183
17 31 0.191385
18 31 0.21506
19 31 0.2677
20 31 0.330211
21 31 0.338779
22 31 0.305042
23 31 0.267329
24 31 0.244469
25 31 0.237474
26 31 0.228453
27 31 0.218448
28 31 0.209603
29 31 0.198446
30 31 0.193233
31 31 0.245485
0 30 0.344947
1 30 0.325468
2 30 0.3362
3 30 0.475275
4 30 0.506065
5 30 0.518103
6 30 0.574707
7 30 0.534948
8 30 0.419169
9 30 0.344286
10 30 0.346789
11 30 0.37959
12 30 0.406066
13 30 0.435648
14 30 0.44648
15 30 0.424764
16 30 0.408854
17 30 0.39243
18 30 0.414463
19 30 0.43593
20 30 0.383334
21 30 0.385718
22 30 0.475889
23 30 0.513113
24 30 0.480305
25 30 0.469568
26 30 0.493658
27 30 0.452411
28 30 0.391826
29 30 0.374567
30 30 0.390408
31 30 0.589201
0 29 0.406881
1 29 0.508476
2 29 0.409937
3 29 0.394746
4 29 0.385347
5 29 0.362785
6 29 0.442567
7 29 0.523137
8 29 0.534716
9 29 0.461304
10 29 0.391941
11 29 0.39425
12 29 0.449433
13 29 0.391057
14 29 0.374574
15 29 0.441384
16 29 0.438587
17 29 0.409795
18 29 0.425645
19 29 0.44796
20 29 0.421506
21 29 0.449174
22 29 0.477745
23 29 0.496395
24 29 0.588035
25 29 0.685161
26 29 0.696044
27 29 0.588866
28 29 0.478299
29 29 0.423029
30 29 0.404975
31 29 0.585017
0 28 0.288162
1 28 0.402165
2 28 0.443256
3 28 0.424259
4 28 0.354008
5 28 0.309906
6 28 0.367624
7 28 0.319046
8 28 0.252979
9 28 0.325875
10 28 0.386117
11 28 0.397084
12 28 0.449776
13 28 0.423282
14 28 0.401758
15 28 0.4958
16 28 0.454984
17 28 0.392761
18 28 0.429876
19 28 0.450027
20 28 0.431816
21 28 0.439585
22 28 0.512205
23 28 0.587669
24 28 0.665346
25 28 0.78142
26 28 0.821621
27 28 0.711901
28 28 0.652728
29 28 0.539038
30 28 0.399413
31 28 0.567993
0 27 0.299766
1 27 0.331317
2 27 0.319338
3 27 0.332672
4 27 0.389616
5 27 0.406517
6 27 0.354368
7 27 0.297735
8 27 0.309383
9 27 0.346302
10 27 0.350542
11 27 0.381938
12 27 0.393116
13 27 0.396145
14 27 0.441493
15 27 0.510832
16 27 0.474135
17 27 0.349962
18 27 0.376957
19 27 0.387845
20 27 0.454333
21 27 0.591272
22 27 0.605595
23 27 0.661048
24 27 0.753411
25 27 0.60605
26 27 0.374505
27 27 0.438464
28 27 0.713636
29 27 0.737444
30 27 0.484917
31 27 0.537087
0 26 0.259799
1 26 0.378669
2 26 0.417694
3 26 0.365073
4 26 0.360117
5 26 0.397283
6 26 0.438806
7 26 0.483223
8 26 0.518754
9 26 0.451752
10 26 0.384432
11 26 0.395654
12 26 0.38643
13 26 0.364314
14 26 0.449181
15 26 0.467813
16 26 0.395175
17 26 0.371176
18 26 0.37889
19 26 0.417597
20 26 0.498959
21 26 0.617748
22 26 0.765933
23 26 0.836412
24 26 0.741554
25 26 0.506934
26 26 0.226449
27 26 0.269649
28 26 0.596475
29 26 0.591858
30 26 0.454399
31 26 0.613156
0 25 0.34423
1 25 0.35495
2 25 0.317455
3 25 0.362712
4 25 0.38042
5 25 0.392984
6 25 0.410038
7 25 0.454861
8 25 0.55346
9 25 0.508197
10 25 0.416283
11 25 0.428087
12 25 0.404738
13 25 0.388705
14 25 0.453232
15 25 0.479199
16 25 0.352525
17 25 0.341904
18 25 0.416681
19 25 0.469649
20 25 0.59799
21 25 0.78685
22 25 0.811047
23 25 0.728095
24 25 0.653447
25 25 0.361003
26 25 0.312271
27 25 0.59722
