x y v
0 31 0.415413
1 31 0.402678
2 31 0.440078
3 31 0.501611
4 31 0.511151
5 31 0.491227
6 31 0.454636
7 31 0.411106
8 31 0.401005
9 31 0.402655
10 31 0.410159
11 31 0.41609
12 31 0.443492
13 31 0.446114
14 31 0.453507
15 31 0.429199
16 31 0.416324
17 31 0.409091
18 31 0.40421
19 31 0.409216
20 31 0.431369
21 31 0.463566
22 31 0.482852
23 31 0.472255
24 31 0.447698
25 31 0.421788
26 31 0.41664
27 31 0.420366
28 31 0.414437
29 31 0.410422
30 31 0.412338
31 31 0.447222
0 30 0.401503
1 30 0.166596
2 30 0.165157
3 30 0.151617
4 30 0.124537
5 30 0.222575
6 30 0.231965
7 30 0.253324
8 30 0.219146
9 30 0.150615
10 30 0.0733451
11 30 0.0510453
12 30 0.0331912
13 30 0.0534079
14 30 0.086732
15 30 0.092613
16 30 0.0953226
17 30 0.0879098
18 30 0.112227
19 30 0.148251
20 30 0.186698
21 30 0.206855
22 30 0.156258
23 30 0.131896
24 30 0.133116
25 30 0.153359
26 30 0.152492
27 30 0.135734
28 30 0.0997998
29 30 0.0654869
30 30 0.0526627
31 30 0.169537
0 29 0.387612
1 29 0.159807
2 29 0.146549
3 29 0.184123
4 29 0.15444
5 29 0.201615
6 29 0.156415
7 29 0.0771519
8 29 0.0653231
9 29 0.071711
10 29 0.063746
11 29 0.0657803
12 29 0.0741455
13 29 0.0760004
14 29 0.161272
15 29 0.142171
16 29 0.129508
17 29 0.101799
18 29 0.0804224
19 29 0.0777979
20 29 0.135039
21 29 0.18178
22 29 0.200239
23 29 0.24044
24 29 0.294654
25 29 0.3398
26 29 0.310633
27 29 0.243601
28 29 0.159448
29 29 0.101942
30 29 0.0636595
31 29 0.175212
0 28 0.312905
1 28 0.129362
2 28 0.0535954
3 28 0.11764
4 28 0.132529
5 28 0.177362
6 28 0.183893
7 28 0.190245
8 28 0.211793
9 28 0.149187
10 28 0.0526133
11 28 0.0407853
12 28 0.0562542
13 28 0.0658493
14 28 0.146818
15 28 0.159192
16 28 0.137182
17 28 0.117403
18 28 0.0639719
19 28 0.0922561
20 28 0.144449
21 28 0.17309
22 28 0.224974
23 28 0.307424
24 28 0.349901
25 28 0.349738
26 28 0.30964
27 28 0.367049
28 28 0.35715
29 28 0.222684
30 28 0.119041
31 28 0.174491
0 27 0.397561
1 27 0.257882
2 27 0.164194
3 27 0.114534
4 27 0.0972886
5 27 0.132599
6 27 0.184729
7 27 0.228079
8 27 0.198476
9 27 0.144205
10 27 0.0858149
11 27 0.0574519
12 27 0.037119
13 27 0.0736188
14 27 0.105086
15 27 0.149477
16 27 0.180865
17 27 0.171455
18 27 0.095925
19 27 0.0542904
20 27 0.136027
21 27 0.217273
22 27 0.324977
23 27 0.424246
24 27 0.398324
25 27 0.389702
26 27 0.406657
27 27 0.483621
28 27 0.446054
29 27 0.352141
30 27 0.24853
31 27 0.259608
0 26 0.344198
1 26 0.139611
2 26 0.0727541
3 26 0.0648383
4 26 0.0450816
5 26 0.0475684
6 26 0.0648978
7 26 0.133663
8 26 0.154364
9 26 0.142074
10 26 0.11105
11 26 0.0591665
12 26 0.0492706
13 26 0.0653145
14 26 0.114149
15 26 0.126607
16 26 0.209106
17 26 0.193927
18 26 0.0794697
19 26 0.089418
20 26 0.190655
21 26 0.296423
22 26 0.375942
23 26 0.473195
24 26 0.56929
25 26 0.684987
26 26 0.66674
27 26 0.671583
28 26 0.577288
29 26 0.526847
30 26 0.429771
31 26 0.261056
0 25 0.385038
1 25 0.126397
2 25 0.109149
3 25 0.0518181
4 25 0.0259453
5 25 0.037469
6 25 0.0404105
7 25 0.0859033
8 25 0.114038
9 25 0.109378
10 25 0.1195
11 25 0.0546699
12 25 0.0534508
13 25 0.0591478
14 25 0.10724
15 25 0.141117
16 25 0.175394
17 25 0.205628
18 25 0.0908868
19 25 0.123037
20 25 0.216962
21 25 0.3365
22 25 0.457017
23 25 0.657543
24 25 0.666584
25 25 0.591274
26 25 0.473908
27 25 0.341824
28 25 0.465418
29 25 0.657016
30 25 0.570613
31 25 0.376357
0 24 0.344089
1 24 0.10194
2 24 0.0878398
3 24 0.0768095
4 24 0.0283366
5 24 0.0358671
6 24 0.066477
7 24 0.12574
8 24 0.150852
9 24 0.171221
10 24 0.16845
11 24 0.092181
12 24 0.0791593
13 24 0.0721828
14 24 0.0670696
15 24 0.120749
16 24 0.133485
17 24 0.190199
18 24 0.178455
19 24 0.199098
20 24 0.313776
21 24 0.4424
22 24 0.640455
23 24 0.794663
24 24 0.655599
25 24 0.624209
26 24 0.466056
27 24 0.472428
28 24 0.617582
29 24 0.740966
