epoch train_loss val_loss train_acc val_acc
1 0.518793 0.439715 88.8829 86.4166
2 0.379298 0.418046 88.6408 89.8766
3 0.361913 0.403333 89.3005 89.6131
4 0.3517 0.397396 89.3465 87.4913
5 0.346312 0.39943 89.2262 87.2972
6 0.339637 0.397156 89.5768 87.6716
7 0.335122 0.411846 89.6541 88.6354
8 0.330006 0.405505 89.8963 89.2941
9 0.32449 0.412645 89.8606 89.3219
10 0.322168 0.4255 90.1593 89.5299
11 0.318436 0.413734 90.1697 89.523
