x y v
0 31 0.387198
1 31 0.534491
2 31 0.47979
3 31 0.53589
4 31 0.547126
5 31 0.464351
6 31 0.488002
7 31 0.500521
8 31 0.487514
9 31 0.474916
10 31 0.46529
11 31 0.48077
12 31 0.529079
13 31 0.522943
14 31 0.488038
15 31 0.486585
16 31 0.484737
17 31 0.504115
18 31 0.53475
19 31 0.564619
20 31 0.516897
21 31 0.460874
22 31 0.483043
23 31 0.499916
24 31 0.484465
25 31 0.474339
26 31 0.481381
27 31 0.489188
28 31 0.483545
29 31 0.473401
30 31 0.48303
31 31 0.663824
0 30 0.350352
1 30 0.582395
2 30 0.57249
3 30 0.655434
4 30 0.639802
5 30 0.534571
6 30 0.575839
7 30 0.594649
8 30 0.543026
9 30 0.532679
10 30 0.545249
11 30 0.577547
12 30 0.652904
13 30 0.633823
14 30 0.557724
15 30 0.565499
16 30 0.566245
17 30 0.577715
18 30 0.629049
19 30 0.651817
20 30 0.574719
21 30 0.544243
22 30 0.587099
23 30 0.58433
24 30 0.556029
25 30 0.568558
26 30 0.593203
27 30 0.577603
28 30 0.552934
29 30 0.55713
30 30 0.587586
31 30 0.868005
0 29 0.362918
1 29 0.577959
2 29 0.607436
3 29 0.629696
4 29 0.618632
5 29 0.552276
6 29 0.604895
7 29 0.593858
8 29 0.507221
9 29 0.513195
10 29 0.556063
11 29 0.581061
12 29 0.656619
13 29 0.60911
14 29 0.559826
15 29 0.591619
16 29 0.562633
17 29 0.549093
18 29 0.622984
19 29 0.643745
20 29 0.601476
21 29 0.618978
22 29 0.609152
23 29 0.5853
24 29 0.619464
25 29 0.677711
26 29 0.659029
27 29 0.541978
28 29 0.510875
29 29 0.561739
30 29 0.591822
31 29 0.859729
0 28 0.344876
1 28 0.504276
2 28 0.572898
3 28 0.58446
4 28 0.59455
5 28 0.605038
6 28 0.597531
7 28 0.499214
8 28 0.436808
9 28 0.491232
10 28 0.54564
11 28 0.590565
12 28 0.633317
13 28 0.591806
14 28 0.624113
15 28 0.661387
16 28 0.544309
17 28 0.506593
18 28 0.605285
19 28 0.61896
20 28 0.607937
21 28 0.65648
22 28 0.647867
23 28 0.688673
24 28 0.769949
25 28 0.792755
26 28 0.63899
27 28 0.447328
28 28 0.501523
29 28 0.532761
30 28 0.521219
31 28 0.839384
0 27 0.322787
1 27 0.487498
2 27 0.520355
3 27 0.542825
4 27 0.584136
5 27 0.610232
6 27 0.571503
7 27 0.527092
8 27 0.538162
9 27 0.537328
10 27 0.534323
11 27 0.59415
12 27 0.605322
13 27 0.578043
14 27 0.672544
15 27 0.709457
16 27 0.505875
17 27 0.445729
18 27 0.585657
19 27 0.612639
20 27 0.644527
21 27 0.69976
22 27 0.737664
23 27 0.812024
24 27 0.810407
25 27 0.652737
26 27 0.428336
27 27 0.458434
28 27 0.618846
29 27 0.436758
30 27 0.358576
31 27 0.812999
0 26 0.328338
1 26 0.556794
2 26 0.530059
3 26 0.543986
4 26 0.5759
5 26 0.606745
6 26 0.61869
7 26 0.621676
8 26 0.634775
9 26 0.561118
10 26 0.527601
11 26 0.586877
12 26 0.595917
13 26 0.578319
14 26 0.674049
15 26 0.708401
16 26 0.498044
17 26 0.423295
18 26 0.569494
19 26 0.637983
20 26 0.700063
21 26 0.812071
22 26 0.847131
23 26 0.79689
24 26 0.670155
25 26 0.389839
26 26 0.331618
27 26 0.68973
28 26 0.775156
29 26 0.322928
30 26 0.207246
31 26 0.74629
0 25 0.348227
1 25 0.54705
2 25 0.508514
3 25 0.539422
4 25 0.584667
5 25 0.613239
6 25 0.63706
7 25 0.672104
8 25 0.680623
9 25 0.521832
10 25 0.49156
11 25 0.582464
12 25 0.581606
13 25 0.591321
14 25 0.658008
15 25 0.701245
16 25 0.533827
17 25 0.434221
18 25 0.554906
19 25 0.683272
20 25 0.841907
21 25 0.942127
22 25 0.773101
23 25 0.69134
24 25 0.559807
25 25 0.222325
26 25 0.399254
27 25 0.864381
28 25 0.872626
29 25 0.393649
30 25 0.10657
31 25 0.609334
0 24 0.330967
1 24 0.52679
2 24 0.522477
3 24 0.556424
4 24 0.584446
5 24 0.61087
6 24 0.640203
7 24 0.6992
8 24 0.655995
9 24 0.450271
10 24 0.474794
11 24 0.606052
12 24 0.558046
13 24 0.586945
14 24 0.659864
15 24 0.674748
16 24 0.559367
17 24 0.481317
18 24 0.607085
19 24 0.799596
20 24 0.937618
21 24 0.878015
22 24 0.684127
23 24 0.683557
24 24 0.467993
25 24 0.144104
26 24 0.382118
27 24 0.80964
28 24 0.940654
29 24 0.536591
30 24 0.0710874
31 24 0.509342
0 23 0.297638
1 23 0.508534
2 23 0.546376
3 23 0.588409
4 23 0.58684
5 23 0.594271
6 23 0.639397
7 23 0.699585
8 23 0.623403
9 23 0.519002
10 23 0.640841
11 23 0.721913
12 23 0.58796
13 23 0.556463
14 23 0.611475
15 23 0.619403
16 23 0.57104
17 23 0.566259
18 23 0.758024
19 23 0.910632
20 23 0.864883
21 23 0.759988
22 23 0.690029
23 23 0.666686
24 23 0.325078
25 23 0.0626621
26 23 0.430089
27 23 0.831573
28 23 1
29 23 0.585228
30 23 0.0580908
31 23 0.472799
0 22 0.302857
1 22 0.549436
2 22 0.579336
3 22 0.598134
4 22 0.574484
5 22 0.58815
6 22 0.660842
7 22 0.690431
8 22 0.669807
9 22 0.759317
10 22 0.887071
11 22 0.830524
12 22 0.642484
13 22 0.537009
14 22 0.537587
15 22 0.611274
16 22 0.631834
17 22 0.68829
18 22 0.888027
19 22 0.879524
20 22 0.736539
21 22 0.688884
22 22 0.685378
23 22 0.611861
24 22 0.169552
25 22 0.0844759
26 22 0.524725
27 22 0.788077
28 22 0.878953
29 22 0.525293
30 22 0.0686122
31 22 0.496175
0 21 0.318379
1 21 0.596174
2 21 0.624194
3 21 0.585453
4 21 0.559025
5 21 0.633145
6 21 0.706451
7 21 0.72193
8 21 0.795142
9 21 0.946257
10 21 0.886939
11 21 0.738032
12 21 0.589052
13 21 0.481966
14 21 0.499213
15 21 0.629744
16 21 0.695507
17 21 0.746004
18 21 0.811311
19 21 0.747292
20 21 0.686505
21 21 0.639249
22 21 0.65742
23 21 0.564541
24 21 0.0985653
25 21 0.129169
26 21 0.538631
27 21 0.668465
28 21 0.75942
29 21 0.518713
30 21 0.189569
31 21 0.576944
0 20 0.369078
1 20 0.651511
2 20 0.639241
3 20 0.554712
4 20 0.604792
5 20 0.738129
6 20 0.713326
7 20 0.68521
8 20 0.866741
9 20 0.929704
10 20 0.748258
11 20 0.660577
12 20 0.592503
13 20 0.524401
14 20 0.482283
15 20 0.543798
16 20 0.608995
17 20 0.605019
18 20 0.599031
19 20 0.644838
20 20 0.657539
21 20 0.608778
22 20 0.643093
23 20 0.515862
24 20 0.073721
25 20 0.158457
26 20 0.526102
27 20 0.55811
28 20 0.59567
29 20 0.53092
30 20 0.382675
31 20 0.68849
0 19 0.450109
1 19 0.69667
2 19 0.613337
3 19 0.581843
4 19 0.728785
5 19 0.773643
6 19 0.554824
7 19 0.546923
8 19 0.892256
9 19 0.921668
10 19 0.699406
11 19 0.604471
