epoch train_loss val_loss train_acc val_acc
1 0.461506 0.416287 87.929 86.375
2 0.364209 0.401 88.8963 88.4205
3 0.348652 0.397612 89.6363 89.0792
4 0.342732 0.38753 89.5308 87.1516
5 0.336705 0.391146 89.5872 86.9228
6 0.332976 0.394439 89.6348 87.3665
7 0.327701 0.426851 90.0196 87.9906
8 0.32953 0.402317 89.822 89.5715
9 0.320943 0.395821 89.8814 89.1901
