x y v
0 31 0.470195
1 31 0.590298
2 31 0.495437
3 31 0.379777
4 31 0.475921
5 31 0.437601
6 31 0.490271
7 31 0.541565
8 31 0.555194
9 31 0.5374
10 31 0.519747
11 31 0.481432
12 31 0.455925
13 31 0.473354
14 31 0.469281
15 31 0.498369
16 31 0.490638
17 31 0.510175
18 31 0.512382
19 31 0.540644
20 31 0.57317
21 31 0.4844
22 31 0.433866
23 31 0.457838
24 31 0.496687
25 31 0.510625
26 31 0.510885
27 31 0.511236
28 31 0.521008
29 31 0.513647
30 31 0.490604
31 31 0.32909
0 30 0.29671
1 30 0.500216
2 30 0.507013
3 30 0.517967
4 30 0.572843
5 30 0.446508
6 30 0.361826
7 30 0.36719
8 30 0.413076
9 30 0.464108
10 30 0.498049
11 30 0.518726
12 30 0.525943
13 30 0.603662
14 30 0.524372
15 30 0.497861
16 30 0.508857
17 30 0.524836
18 30 0.538862
19 30 0.574711
20 30 0.51582
21 30 0.429286
22 30 0.473456
23 30 0.507844
24 30 0.46806
25 30 0.41307
26 30 0.407195
27 30 0.449419
28 30 0.490246
29 30 0.492264
30 30 0.505251
31 30 0.540289
0 29 0.300443
1 29 0.481054
2 29 0.546629
3 29 0.584637
4 29 0.626774
5 29 0.466886
6 29 0.487583
7 29 0.622067
8 29 0.589325
9 29 0.489322
10 29 0.502944
11 29 0.489959
12 29 0.567165
13 29 0.58841
14 29 0.466766
15 29 0.452325
16 29 0.481526
17 29 0.476895
18 29 0.514589
19 29 0.600561
20 29 0.539505
21 29 0.488878
22 29 0.496701
23 29 0.400127
24 29 0.270376
25 29 0.168856
26 29 0.282007
27 29 0.396803
28 29 0.405478
29 29 0.444233
30 29 0.507404
31 29 0.544465
0 28 0.419687
1 28 0.537421
2 28 0.612938
3 28 0.602717
4 28 0.594306
5 28 0.613718
6 28 0.712356
7 28 0.619538
8 28 0.458214
9 28 0.460964
10 28 0.519326
11 28 0.500453
12 28 0.579728
13 28 0.555004
14 28 0.445679
15 28 0.49756
16 28 0.525269
17 28 0.498162
18 28 0.536509
19 28 0.564969
20 28 0.471444
21 28 0.528744
22 28 0.486713
23 28 0.307133
24 28 0.301166
25 28 0.410863
26 28 0.555638
27 28 0.309027
28 28 0.182061
29 28 0.381166
30 28 0.502673
31 28 0.535957
0 27 0.349876
1 27 0.412152
2 27 0.468703
3 27 0.50287
4 27 0.552994
5 27 0.573598
6 27 0.541939
7 27 0.45946
8 27 0.440625
9 27 0.486165
10 27 0.488899
11 27 0.532227
12 27 0.56244
13 27 0.543672
14 27 0.504669
15 27 0.601197
16 27 0.558854
17 27 0.433512
18 27 0.531521
19 27 0.532581
20 27 0.530051
21 27 0.447871
22 27 0.318471
23 27 0.410021
24 27 0.652151
25 27 0.830937
26 27 0.723726
27 27 0.258242
28 27 0.280813
29 27 0.437312
30 27 0.318896
31 27 0.450568
0 26 0.281129
1 26 0.52683
2 26 0.52509
3 26 0.493302
4 26 0.51205
5 26 0.514156
6 26 0.509741
7 26 0.434916
8 26 0.426632
9 26 0.474721
10 26 0.45993
11 26 0.524319
12 26 0.548925
13 26 0.529496
14 26 0.579437
15 26 0.621286
16 26 0.549639
17 26 0.41423
18 26 0.520029
19 26 0.536277
20 26 0.396284
21 26 0.308634
22 26 0.529911
23 26 0.564136
24 26 0.654043
25 26 0.644757
26 26 0.301768
27 26 0.270857
28 26 0.538543
29 26 0.368844
30 26 0.227995
31 26 0.441367
0 25 0.295197
1 25 0.518027
2 25 0.508805
3 25 0.495721
4 25 0.52893
5 25 0.520658
6 25 0.551492
7 25 0.494549
8 25 0.55751
9 25 0.553893
10 25 0.437666
11 25 0.502563
12 25 0.525877
13 25 0.513816
14 25 0.5475
15 25 0.606081
16 25 0.551163
